Informazioni cronologiche;Indirizzo email;Full name: First name, middle name and surname;If your social name is different from your full name, use this space to write your preferred name.;Date of birth;Time zone;Link from other social networks social media platforms (Instagram, Facebook etc.);WhatsApp Phone Number (with DDD);Gender;Location (State, Country) - Birthplace;Location (State, Country) - Current state and country.;Is your English proficiency B2 or higher?;Race / Color;What is your religion?;How did you find out about the International Polyglot Youth project?;The International Polyglot Youth Project seeks young people from all over the world who are engaged and committed to equality and educational power. Tell us what you plan to do with the learning you will receive.;We want to democratize language learning for free and empower multilingual young people to use languages ​​as a mechanism for connecting different cultures and thus changing the world. How committed are you to this project? What do you expect from the International Polyglot Youth Project?;What language do you plan to learn? You can choose three languages. [Brazilian Portuguese];What language do you plan to learn? You can choose three languages. [Deutsch];What language do you plan to learn? You can choose three languages. [French];What language do you plan to learn? You can choose three languages. [German];What language do you plan to learn? You can choose three languages. [Hungarian];What language do you plan to learn? You can choose three languages. [Italian];What language do you plan to learn? You can choose three languages. [Korean];What language do you plan to learn? You can choose three languages. [Modern Standard Arabic];What language do you plan to learn? You can choose three languages. [Spanish];What language do you plan to learn? You can choose three languages. [Russian];In up to 150 words, explain why you are interested in learning this/these language(s) and how it aligns with your future plans.;List ALL the days and times you would have available to learn. [06:00];List ALL the days and times you would have available to learn. [06:30];List ALL the days and times you would have available to learn. [07:00];List ALL the days and times you would have available to learn. [07:30];List ALL the days and times you would have available to learn. [08:00];List ALL the days and times you would have available to learn. [08:30];List ALL the days and times you would have available to learn. [09:00];List ALL the days and times you would have available to learn. [09:30];List ALL the days and times you would have available to learn. [10:00];List ALL the days and times you would have available to learn. [10:30];List ALL the days and times you would have available to learn. [11:00];List ALL the days and times you would have available to learn. [11:30];List ALL the days and times you would have available to learn. [12:00];List ALL the days and times you would have available to learn. [12:30];List ALL the days and times you would have available to learn. [13:00];List ALL the days and times you would have available to learn. [13:30];List ALL the days and times you would have available to learn. [14:00];List ALL the days and times you would have available to learn. [14:30];List ALL the days and times you would have available to learn. [15:00];List ALL the days and times you would have available to learn. [15:30];List ALL the days and times you would have available to learn. [16:00];List ALL the days and times you would have available to learn. [16:30];List ALL the days and times you would have available to learn. [17:00];List ALL the days and times you would have available to learn. [17:30];List ALL the days and times you would have available to learn. [18:00];List ALL the days and times you would have available to learn. [18:30];List ALL the days and times you would have available to learn. [19:00];List ALL the days and times you would have available to learn. [19:30];List ALL the days and times you would have available to learn. [20:00];List ALL the days and times you would have available to learn. [20:30];List ALL the days and times you would have available to learn. [21:00];List ALL the days and times you would have available to learn. [21:30];List ALL the days and times you would have available to learn. [22:00];I have a computer, laptop, phone and/or tablet with stable internet access.;Is there anything more you have to tell us?;Do you agree with the terms and conditions set out in the notice and commit yourself to learn through weekly classes?
01/01/2022;mentee77@mail.com;mentee77;tee;09/08/1996;GMT -3;https://www.instagram.com/andreparedes06/;7123588550;Non-binary;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;B1;B2;A1;;;B2;B2;;B1;[Some text];['Tuesday', 'Friday', 'Wednesday', 'Saturday'];['Friday', 'Monday', 'Tuesday', 'Thursday'];['Wednesday', 'Monday', 'Saturday', 'Friday', 'Sunday'];['Sunday', 'Monday', 'Wednesday', 'Friday', 'Saturday'];['Sunday', 'Friday', 'Wednesday', 'Tuesday'];['Saturday', 'Wednesday', 'Friday', 'Thursday', 'Tuesday'];['Friday', 'Wednesday', 'Thursday', 'Monday', 'Sunday'];['Thursday', 'Sunday', 'Friday', 'Tuesday', 'Saturday'];['Tuesday', 'Sunday', 'Saturday', 'Thursday', 'Friday', 'Monday'];['Saturday', 'Thursday', 'Friday', 'Sunday'];['Friday', 'Wednesday', 'Saturday', 'Thursday'];['Sunday', 'Saturday', 'Thursday', 'Wednesday'];['Sunday', 'Monday', 'Thursday'];['Tuesday', 'Monday', 'Sunday', 'Saturday'];['Sunday', 'Thursday', 'Monday', 'Saturday'];['Monday', 'Tuesday', 'Friday', 'Saturday', 'Sunday'];['Saturday', 'Friday', 'Tuesday', 'Wednesday'];['Wednesday', 'Thursday', 'Sunday', 'Friday', 'Saturday'];['Thursday', 'Sunday', 'Tuesday', 'Saturday'];['Monday', 'Sunday', 'Saturday', 'Thursday', 'Tuesday'];['Thursday', 'Monday', 'Friday', 'Saturday', 'Wednesday'];['Saturday', 'Thursday', 'Friday'];['Friday', 'Wednesday', 'Thursday', 'Saturday'];['Monday', 'Wednesday', 'Thursday', 'Saturday'];['Monday', 'Saturday', 'Tuesday', 'Friday', 'Thursday'];['Tuesday', 'Monday', 'Saturday', 'Sunday'];['Saturday', 'Thursday', 'Sunday', 'Monday', 'Tuesday'];['Thursday', 'Sunday', 'Tuesday', 'Wednesday', 'Monday'];['Sunday', 'Monday', 'Saturday', 'Wednesday', 'Friday', 'Tuesday'];['Friday', 'Sunday', 'Wednesday', 'Thursday', 'Tuesday'];['Tuesday', 'Thursday', 'Monday', 'Wednesday', 'Friday'];['Saturday', 'Thursday', 'Friday', 'Tuesday', 'Wednesday', 'Sunday'];['Monday', 'Sunday', 'Saturday', 'Wednesday', 'Tuesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee78@mail.com;mentee78;tee;26/08/2008;GMT -11;https://www.instagram.com/andreparedes06/;5532949131;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A1;;A2;A1;B1;B1;A1;A1;B1;B1;[Some text];['Monday', 'Sunday', 'Friday', 'Tuesday', 'Thursday'];['Thursday', 'Wednesday', 'Saturday', 'Tuesday'];['Monday', 'Wednesday', 'Sunday', 'Friday'];['Wednesday', 'Tuesday', 'Saturday'];['Friday', 'Thursday', 'Monday', 'Wednesday', 'Tuesday', 'Sunday'];['Friday', 'Thursday', 'Wednesday', 'Monday', 'Saturday'];['Saturday', 'Tuesday', 'Sunday', 'Monday'];['Friday', 'Wednesday', 'Monday', 'Tuesday'];['Friday', 'Wednesday', 'Thursday', 'Saturday', 'Sunday'];['Wednesday', 'Friday', 'Monday', 'Thursday'];['Friday', 'Thursday', 'Tuesday', 'Sunday', 'Saturday'];['Monday', 'Saturday', 'Thursday', 'Wednesday', 'Tuesday'];['Wednesday', 'Thursday', 'Monday'];['Saturday', 'Friday', 'Tuesday', 'Thursday'];['Wednesday', 'Friday', 'Thursday', 'Tuesday', 'Sunday', 'Saturday'];['Saturday', 'Friday', 'Monday', 'Thursday', 'Sunday'];['Wednesday', 'Saturday', 'Tuesday', 'Sunday', 'Thursday'];['Sunday', 'Monday', 'Wednesday', 'Friday', 'Saturday'];['Sunday', 'Thursday', 'Wednesday', 'Friday', 'Tuesday'];['Wednesday', 'Saturday', 'Monday', 'Tuesday'];['Sunday', 'Tuesday', 'Wednesday', 'Saturday', 'Thursday', 'Friday'];['Monday', 'Wednesday', 'Thursday', 'Tuesday', 'Saturday'];['Wednesday', 'Thursday', 'Sunday', 'Friday'];['Sunday', 'Monday', 'Thursday', 'Friday', 'Tuesday'];['Friday', 'Sunday', 'Thursday', 'Tuesday'];['Tuesday', 'Wednesday', 'Thursday', 'Sunday', 'Saturday'];['Thursday', 'Monday', 'Tuesday', 'Saturday'];['Sunday', 'Thursday', 'Saturday', 'Tuesday', 'Wednesday'];['Saturday', 'Thursday', 'Wednesday'];['Saturday', 'Tuesday', 'Friday', 'Sunday'];['Wednesday', 'Friday', 'Saturday', 'Sunday', 'Monday'];['Monday', 'Sunday', 'Saturday', 'Friday'];['Monday', 'Friday', 'Tuesday', 'Sunday', 'Thursday', 'Wednesday'];Yes, I do;[Some text];Yes
01/01/2022;mentee79@mail.com;mentee79;tee;18/11/1997;GMT -3;https://www.instagram.com/andreparedes06/;2863746071;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;;B1;B2;A1;A1;B2;B1;;A2;[Some text];['Sunday', 'Monday', 'Tuesday', 'Wednesday'];['Saturday', 'Friday', 'Monday', 'Wednesday'];['Sunday', 'Friday', 'Thursday', 'Monday', 'Tuesday', 'Wednesday'];['Friday', 'Thursday', 'Tuesday', 'Saturday', 'Sunday', 'Wednesday'];['Wednesday', 'Thursday', 'Monday', 'Friday'];['Monday', 'Tuesday', 'Friday', 'Thursday', 'Sunday'];['Wednesday', 'Saturday', 'Tuesday', 'Sunday', 'Monday', 'Thursday'];['Sunday', 'Wednesday', 'Tuesday', 'Friday', 'Saturday'];['Thursday', 'Monday', 'Wednesday', 'Sunday', 'Saturday'];['Tuesday', 'Thursday', 'Friday', 'Sunday', 'Saturday'];['Tuesday', 'Saturday', 'Sunday', 'Wednesday', 'Monday', 'Friday'];['Saturday', 'Monday', 'Wednesday', 'Friday'];['Sunday', 'Tuesday', 'Wednesday', 'Monday', 'Friday'];['Friday', 'Saturday', 'Tuesday', 'Wednesday'];['Friday', 'Thursday', 'Monday', 'Tuesday', 'Saturday'];['Sunday', 'Monday', 'Saturday', 'Tuesday', 'Thursday'];['Saturday', 'Monday', 'Tuesday', 'Sunday', 'Friday'];['Tuesday', 'Saturday', 'Monday', 'Wednesday'];['Saturday', 'Sunday', 'Wednesday', 'Monday', 'Friday'];['Monday', 'Wednesday', 'Thursday', 'Tuesday', 'Saturday', 'Friday'];['Friday', 'Thursday', 'Sunday', 'Monday'];['Thursday', 'Monday', 'Sunday', 'Wednesday'];['Wednesday', 'Saturday', 'Monday', 'Friday', 'Thursday'];['Friday', 'Wednesday', 'Monday', 'Sunday'];['Monday', 'Friday', 'Saturday', 'Thursday'];['Tuesday', 'Friday', 'Sunday', 'Monday', 'Thursday'];['Thursday', 'Saturday', 'Monday', 'Sunday', 'Friday', 'Wednesday'];['Wednesday', 'Sunday', 'Saturday', 'Friday', 'Thursday'];['Wednesday', 'Sunday', 'Friday', 'Thursday'];['Wednesday', 'Thursday', 'Saturday', 'Tuesday', 'Sunday'];['Thursday', 'Tuesday', 'Saturday', 'Monday'];['Sunday', 'Friday', 'Monday', 'Thursday', 'Wednesday'];['Saturday', 'Sunday', 'Wednesday', 'Friday'];Yes, I do;[Some text];Yes
01/01/2022;mentee80@mail.com;mentee80;tee;27/04/1999;GMT -5;https://www.instagram.com/andreparedes06/;9235527063;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;A1;;A1;B1;B2;A2;B1;B1;B2;[Some text];['Thursday', 'Wednesday', 'Monday'];['Wednesday', 'Saturday', 'Sunday', 'Tuesday'];['Monday', 'Tuesday', 'Friday', 'Sunday'];['Saturday', 'Friday', 'Sunday', 'Wednesday'];['Thursday', 'Sunday', 'Wednesday', 'Friday', 'Saturday', 'Monday'];['Wednesday', 'Sunday', 'Monday'];['Friday', 'Sunday', 'Thursday', 'Monday'];['Tuesday', 'Saturday', 'Monday', 'Sunday', 'Wednesday'];['Monday', 'Thursday', 'Sunday', 'Tuesday'];['Monday', 'Saturday', 'Tuesday', 'Wednesday', 'Thursday', 'Sunday'];['Sunday', 'Thursday', 'Tuesday', 'Monday'];['Sunday', 'Saturday', 'Tuesday', 'Thursday', 'Friday'];['Saturday', 'Thursday', 'Tuesday', 'Friday', 'Wednesday'];['Monday', 'Thursday', 'Friday', 'Tuesday', 'Wednesday', 'Sunday'];['Thursday', 'Saturday', 'Sunday', 'Tuesday', 'Wednesday'];['Thursday', 'Sunday', 'Monday', 'Wednesday', 'Friday'];['Friday', 'Tuesday', 'Wednesday', 'Sunday'];['Friday', 'Sunday', 'Thursday', 'Wednesday', 'Tuesday'];['Friday', 'Saturday', 'Tuesday', 'Wednesday', 'Sunday'];['Tuesday', 'Wednesday', 'Thursday'];['Sunday', 'Thursday', 'Friday', 'Monday', 'Tuesday'];['Tuesday', 'Thursday', 'Friday', 'Saturday'];['Sunday', 'Thursday', 'Friday', 'Saturday', 'Wednesday'];['Wednesday', 'Thursday', 'Tuesday', 'Friday', 'Monday'];['Tuesday', 'Sunday', 'Monday', 'Friday', 'Saturday'];['Tuesday', 'Monday', 'Saturday', 'Thursday', 'Sunday'];['Friday', 'Saturday', 'Wednesday', 'Thursday'];['Monday', 'Sunday', 'Thursday', 'Tuesday'];['Monday', 'Sunday', 'Friday', 'Wednesday', 'Thursday'];['Saturday', 'Tuesday', 'Thursday', 'Wednesday'];['Wednesday', 'Thursday', 'Tuesday', 'Sunday', 'Saturday', 'Monday'];['Thursday', 'Sunday', 'Saturday', 'Wednesday'];['Sunday', 'Wednesday', 'Thursday'];Yes, I do;[Some text];Yes
01/01/2022;mentee81@mail.com;mentee81;tee;08/12/2008;GMT -10;https://www.instagram.com/andreparedes06/;3197765301;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];A2;B2;;B1;A1;B1;B1;B2;B1;A2;[Some text];['Friday', 'Tuesday', 'Saturday', 'Sunday', 'Monday'];['Wednesday', 'Tuesday', 'Friday', 'Sunday', 'Saturday'];['Sunday', 'Thursday', 'Monday', 'Wednesday'];['Saturday', 'Tuesday', 'Wednesday', 'Monday', 'Thursday'];['Wednesday', 'Monday', 'Thursday', 'Friday'];['Wednesday', 'Tuesday', 'Friday', 'Monday', 'Sunday', 'Saturday'];['Saturday', 'Sunday', 'Wednesday', 'Friday'];['Monday', 'Thursday', 'Saturday', 'Wednesday'];['Tuesday', 'Monday', 'Wednesday', 'Saturday'];['Monday', 'Thursday', 'Friday', 'Tuesday', 'Wednesday'];['Friday', 'Monday', 'Sunday', 'Wednesday'];['Saturday', 'Wednesday', 'Friday', 'Tuesday'];['Saturday', 'Sunday', 'Thursday', 'Monday', 'Friday'];['Monday', 'Thursday', 'Tuesday', 'Wednesday', 'Saturday', 'Friday'];['Sunday', 'Tuesday', 'Monday', 'Saturday', 'Wednesday'];['Sunday', 'Friday', 'Monday', 'Thursday', 'Wednesday', 'Saturday', 'Tuesday'];['Sunday', 'Saturday', 'Monday', 'Tuesday'];['Thursday', 'Sunday', 'Friday', 'Monday'];['Thursday', 'Sunday', 'Saturday', 'Tuesday', 'Monday'];['Monday', 'Saturday', 'Wednesday', 'Tuesday', 'Friday'];['Tuesday', 'Friday', 'Wednesday', 'Sunday'];['Saturday', 'Sunday', 'Monday'];['Thursday', 'Wednesday', 'Sunday'];['Monday', 'Saturday', 'Tuesday', 'Wednesday'];['Wednesday', 'Monday'];['Friday', 'Sunday', 'Wednesday', 'Tuesday'];['Wednesday', 'Sunday', 'Saturday', 'Monday', 'Friday'];['Monday', 'Thursday', 'Sunday', 'Saturday'];['Thursday', 'Monday', 'Wednesday', 'Sunday', 'Friday'];['Monday', 'Wednesday', 'Tuesday', 'Saturday'];['Wednesday', 'Tuesday', 'Monday', 'Saturday', 'Sunday'];['Tuesday', 'Friday', 'Monday'];['Thursday', 'Tuesday', 'Saturday', 'Sunday'];Yes, I do;[Some text];Yes
01/01/2022;mentee82@mail.com;mentee82;tee;30/12/2003;GMT +5:45;https://www.instagram.com/andreparedes06/;4716525891;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B1;A1;A1;A2;A1;A2;A1;A2;B1;;[Some text];['Thursday', 'Saturday', 'Friday', 'Monday'];['Wednesday', 'Sunday', 'Monday'];['Monday', 'Saturday', 'Tuesday', 'Wednesday'];['Sunday', 'Monday', 'Wednesday', 'Thursday'];['Wednesday', 'Tuesday', 'Thursday', 'Sunday', 'Saturday', 'Friday'];['Sunday', 'Friday', 'Thursday', 'Saturday'];['Tuesday', 'Friday', 'Monday', 'Wednesday', 'Saturday'];['Sunday', 'Friday', 'Saturday', 'Wednesday'];['Friday', 'Monday', 'Thursday'];['Sunday', 'Tuesday', 'Saturday', 'Wednesday'];['Friday', 'Monday', 'Sunday'];['Saturday', 'Thursday', 'Monday', 'Friday', 'Sunday'];['Thursday', 'Tuesday', 'Wednesday', 'Friday'];['Sunday', 'Wednesday', 'Tuesday', 'Saturday', 'Friday'];['Sunday', 'Thursday', 'Friday', 'Saturday', 'Monday'];['Tuesday', 'Wednesday', 'Saturday', 'Thursday'];['Monday', 'Saturday', 'Tuesday', 'Friday', 'Wednesday'];['Friday', 'Tuesday', 'Wednesday', 'Sunday'];['Sunday', 'Thursday', 'Wednesday', 'Monday', 'Friday'];['Friday', 'Tuesday', 'Sunday', 'Thursday', 'Wednesday'];['Monday', 'Wednesday', 'Friday', 'Thursday', 'Tuesday'];['Tuesday', 'Wednesday', 'Sunday', 'Thursday', 'Friday'];['Thursday', 'Tuesday', 'Wednesday', 'Friday'];['Saturday', 'Thursday', 'Wednesday'];['Saturday', 'Sunday', 'Friday', 'Tuesday'];['Friday', 'Tuesday', 'Sunday', 'Thursday', 'Saturday'];['Sunday', 'Saturday', 'Wednesday', 'Friday'];['Monday', 'Saturday', 'Thursday', 'Tuesday', 'Sunday'];['Tuesday', 'Sunday', 'Monday'];['Tuesday', 'Saturday', 'Thursday', 'Monday', 'Sunday'];['Monday', 'Thursday', 'Wednesday', 'Sunday'];['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Monday'];['Saturday', 'Wednesday', 'Sunday', 'Tuesday', 'Friday'];Yes, I do;[Some text];Yes
01/01/2022;mentee83@mail.com;mentee83;tee;23/01/2000;GMT +7;https://www.instagram.com/andreparedes06/;6228208814;Non-binary;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B2;;B1;A1;A2;;B2;;A1;A2;[Some text];['Wednesday', 'Thursday', 'Friday', 'Tuesday', 'Monday'];['Saturday', 'Wednesday', 'Monday', 'Tuesday'];['Saturday', 'Wednesday', 'Thursday', 'Sunday', 'Monday', 'Tuesday'];['Saturday', 'Monday', 'Thursday', 'Wednesday', 'Friday'];['Wednesday', 'Monday', 'Thursday', 'Sunday'];['Thursday', 'Wednesday', 'Saturday', 'Monday', 'Sunday'];['Monday', 'Tuesday', 'Wednesday'];['Thursday', 'Friday', 'Wednesday', 'Monday'];['Thursday', 'Sunday', 'Friday', 'Wednesday', 'Saturday'];['Sunday', 'Saturday', 'Monday', 'Tuesday', 'Thursday'];['Saturday', 'Sunday', 'Thursday', 'Tuesday', 'Wednesday', 'Monday'];['Tuesday', 'Monday', 'Thursday', 'Friday'];['Tuesday', 'Sunday', 'Friday', 'Thursday', 'Saturday', 'Wednesday'];['Friday', 'Wednesday', 'Tuesday', 'Saturday'];['Sunday', 'Friday', 'Saturday', 'Monday', 'Wednesday'];['Friday', 'Saturday', 'Wednesday', 'Tuesday', 'Thursday'];['Wednesday', 'Tuesday', 'Sunday', 'Friday'];['Thursday', 'Wednesday', 'Tuesday', 'Friday', 'Sunday'];['Saturday', 'Thursday', 'Wednesday', 'Monday'];['Friday', 'Monday', 'Tuesday'];['Tuesday', 'Thursday', 'Friday', 'Monday', 'Saturday'];['Friday', 'Monday', 'Wednesday'];['Sunday', 'Friday', 'Monday'];['Saturday', 'Tuesday', 'Wednesday', 'Friday'];['Wednesday', 'Friday', 'Sunday', 'Thursday', 'Monday'];['Thursday', 'Sunday', 'Saturday'];['Sunday', 'Friday', 'Monday', 'Thursday', 'Wednesday', 'Saturday'];['Monday', 'Saturday', 'Thursday', 'Friday'];['Thursday', 'Tuesday', 'Friday', 'Monday', 'Wednesday'];['Sunday', 'Saturday', 'Friday', 'Thursday', 'Wednesday'];['Thursday', 'Saturday', 'Wednesday', 'Sunday', 'Friday'];['Tuesday', 'Monday', 'Friday', 'Saturday', 'Thursday'];['Thursday', 'Sunday', 'Saturday', 'Tuesday', 'Monday'];Yes, I do;[Some text];Yes
01/01/2022;mentee84@mail.com;mentee84;tee;13/09/1995;GMT +6;https://www.instagram.com/andreparedes06/;9435263709;Prefer not to say;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;A1;A1;A1;A1;B1;A1;B2;B2;A2;[Some text];['Thursday', 'Tuesday', 'Monday', 'Sunday'];['Friday', 'Wednesday', 'Sunday', 'Tuesday'];['Wednesday', 'Friday', 'Thursday'];['Friday', 'Thursday', 'Tuesday', 'Saturday'];['Saturday', 'Friday', 'Thursday', 'Sunday', 'Tuesday'];['Friday', 'Tuesday', 'Wednesday', 'Saturday', 'Sunday'];['Sunday', 'Tuesday', 'Thursday', 'Saturday', 'Friday'];['Monday', 'Friday', 'Wednesday', 'Thursday', 'Sunday'];['Tuesday', 'Wednesday', 'Monday', 'Friday', 'Thursday', 'Sunday', 'Saturday'];['Thursday', 'Friday', 'Monday', 'Wednesday'];['Thursday', 'Friday', 'Monday', 'Saturday', 'Tuesday'];['Saturday', 'Sunday', 'Tuesday'];['Saturday', 'Friday', 'Wednesday', 'Thursday'];['Friday', 'Saturday', 'Tuesday', 'Thursday', 'Monday', 'Wednesday'];['Friday', 'Saturday', 'Monday', 'Thursday'];['Monday', 'Thursday', 'Tuesday', 'Wednesday'];['Thursday', 'Friday', 'Sunday', 'Monday', 'Wednesday', 'Tuesday'];['Thursday', 'Sunday', 'Friday'];['Tuesday', 'Saturday', 'Friday', 'Wednesday'];['Monday', 'Thursday', 'Tuesday', 'Sunday', 'Wednesday', 'Friday'];['Saturday', 'Wednesday', 'Thursday', 'Friday'];['Wednesday', 'Tuesday', 'Saturday', 'Monday', 'Sunday'];['Friday', 'Monday', 'Saturday', 'Thursday', 'Tuesday'];['Wednesday', 'Sunday', 'Tuesday', 'Saturday', 'Thursday'];['Friday', 'Tuesday', 'Sunday', 'Saturday'];['Friday', 'Tuesday', 'Wednesday', 'Sunday'];['Sunday', 'Friday', 'Thursday', 'Monday'];['Sunday', 'Friday', 'Wednesday', 'Monday', 'Tuesday'];['Saturday', 'Tuesday', 'Wednesday', 'Thursday'];['Sunday', 'Saturday', 'Monday', 'Friday', 'Thursday'];['Wednesday', 'Monday', 'Sunday', 'Thursday'];['Tuesday', 'Monday', 'Saturday', 'Wednesday'];['Tuesday', 'Friday', 'Wednesday', 'Saturday'];Yes, I do;[Some text];Yes
01/01/2022;mentee85@mail.com;mentee85;tee;22/03/2007;GMT -4;https://www.instagram.com/andreparedes06/;1447995287;Non-binary;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];;A2;B1;A2;A2;B1;A1;B2;;B2;[Some text];['Sunday', 'Saturday', 'Thursday'];['Sunday', 'Monday', 'Thursday', 'Saturday', 'Wednesday', 'Tuesday'];['Monday', 'Saturday', 'Tuesday', 'Friday', 'Thursday'];['Sunday', 'Tuesday', 'Friday', 'Saturday'];['Monday', 'Thursday', 'Tuesday', 'Friday'];['Monday', 'Thursday', 'Wednesday', 'Friday', 'Sunday'];['Sunday', 'Monday', 'Friday', 'Saturday'];['Sunday', 'Tuesday', 'Wednesday', 'Saturday'];['Monday', 'Thursday', 'Sunday', 'Tuesday', 'Saturday'];['Saturday', 'Monday', 'Friday', 'Sunday', 'Thursday', 'Wednesday'];['Friday', 'Tuesday', 'Thursday', 'Saturday'];['Monday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday', 'Saturday'];['Monday', 'Friday', 'Saturday', 'Wednesday', 'Sunday', 'Tuesday'];['Sunday', 'Wednesday', 'Saturday', 'Tuesday', 'Friday'];['Monday', 'Tuesday', 'Sunday', 'Friday', 'Wednesday'];['Sunday', 'Monday', 'Friday', 'Wednesday', 'Saturday', 'Tuesday'];['Saturday', 'Sunday', 'Tuesday', 'Monday'];['Friday', 'Monday', 'Wednesday', 'Tuesday', 'Thursday', 'Saturday'];['Monday', 'Friday', 'Saturday', 'Sunday', 'Tuesday'];['Monday', 'Friday', 'Thursday', 'Sunday', 'Saturday', 'Tuesday'];['Saturday', 'Monday', 'Sunday', 'Thursday', 'Tuesday'];['Saturday', 'Sunday', 'Tuesday', 'Wednesday'];['Monday', 'Saturday', 'Tuesday', 'Thursday', 'Sunday'];['Wednesday', 'Saturday', 'Monday', 'Thursday'];['Friday', 'Thursday', 'Wednesday', 'Monday', 'Saturday'];['Wednesday', 'Friday', 'Monday', 'Saturday'];['Saturday', 'Wednesday', 'Thursday', 'Friday', 'Sunday'];['Monday', 'Tuesday', 'Thursday', 'Friday'];['Saturday', 'Thursday', 'Sunday', 'Monday', 'Wednesday'];['Thursday', 'Sunday', 'Friday', 'Saturday'];['Monday', 'Saturday', 'Sunday', 'Friday'];['Sunday', 'Wednesday', 'Tuesday', 'Thursday', 'Friday', 'Monday'];['Saturday', 'Monday', 'Friday'];Yes, I do;[Some text];Yes
01/01/2022;mentee86@mail.com;mentee86;tee;19/07/1996;GMT +3:30;https://www.instagram.com/andreparedes06/;7865047106;Female;Somewhere, Else;Not, Important;Yes;bot;ohn McCarthy;Instagram;[Some text];[Some text];B1;A2;B2;B2;A2;;;A1;A1;;[Some text];['Tuesday', 'Monday', 'Sunday', 'Saturday', 'Thursday', 'Wednesday'];['Monday', 'Thursday', 'Saturday', 'Tuesday'];['Tuesday', 'Friday', 'Monday', 'Wednesday', 'Saturday', 'Thursday', 'Sunday'];['Thursday', 'Friday', 'Monday', 'Saturday', 'Tuesday'];['Friday', 'Sunday', 'Wednesday', 'Saturday', 'Tuesday', 'Thursday'];['Thursday', 'Sunday', 'Monday', 'Saturday', 'Tuesday'];['Saturday', 'Friday', 'Tuesday', 'Monday', 'Thursday'];['Saturday', 'Sunday', 'Friday', 'Tuesday', 'Thursday', 'Monday', 'Wednesday'];['Saturday', 'Tuesday', 'Wednesday'];['Tuesday', 'Wednesday', 'Saturday', 'Thursday', 'Sunday'];['Monday', 'Saturday', 'Friday', 'Tuesday'];['Wednesday', 'Monday', 'Tuesday', 'Thursday', 'Saturday'];['Saturday', 'Wednesday', 'Monday', 'Friday', 'Thursday'];['Sunday', 'Thursday', 'Saturday', 'Monday'];['Monday', 'Sunday', 'Wednesday', 'Saturday'];['Friday', 'Sunday', 'Tuesday', 'Saturday', 'Wednesday'];['Monday', 'Thursday', 'Tuesday', 'Wednesday', 'Friday'];['Saturday', 'Tuesday', 'Wednesday', 'Monday', 'Friday'];['Monday', 'Tuesday', 'Saturday', 'Thursday', 'Sunday'];['Thursday', 'Wednesday', 'Sunday', 'Monday', 'Saturday'];['Monday', 'Sunday', 'Thursday', 'Friday', 'Wednesday'];['Thursday', 'Wednesday', 'Sunday', 'Tuesday', 'Saturday'];['Friday', 'Monday', 'Saturday'];['Thursday', 'Saturday', 'Tuesday', 'Wednesday'];['Friday', 'Sunday', 'Wednesday', 'Monday'];['Monday', 'Sunday', 'Tuesday', 'Wednesday'];['Monday', 'Saturday', 'Friday', 'Thursday', 'Tuesday', 'Sunday'];['Wednesday', 'Monday', 'Saturday', 'Thursday', 'Sunday'];['Wednesday', 'Thursday', 'Friday', 'Saturday'];['Friday', 'Thursday', 'Wednesday', 'Monday', 'Tuesday'];['Sunday', 'Friday', 'Tuesday', 'Saturday'];['Tuesday', 'Monday', 'Thursday', 'Friday'];['Thursday', 'Wednesday', 'Tuesday', 'Friday', 'Sunday'];Yes, I do;[Some text];Yes
